xs,groups,filter_type,n_indexes,pulse_width,initial_params,final_params,uncertainties,redchi,success
xs0,groups3,single,[90],450,"{'thickness': 2.887124065140151, 'norm': 1.95131011537898, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.005966102005913854, 'bg1': -0.05064926121849567, 'bg2': 0.19108554383274168}","{'thickness': 2.2340627059443237, 'norm': 0.9893227383652559, 'temp': 300.0, 'p1': -10.556427566584535, 'cellulose': np.float64(2.602498312427448e-05), 'α': np.float64(0.9999739750168758), 'ext_l2': 0.0, 'ext_Gg2': 646.0311590540002, 'ext_L2': 70896.52355830162, 'α0': 2.5943591850118537, 'β0': 1.0563445451327906, 'bg0': 0.008173390408046544, 'bg1': -0.01630871428642422, 'bg2': 0.048803967074491084}","{'thickness': 0.5964233945382492, 'norm': 0.7203096524342812, 'temp': 0, 'p1': 2210.614519956802, 'cellulose': 0.0575297082229494, 'α': 0.05752925467416256, 'ext_l2': 0, 'ext_Gg2': 856668595.8060586, 'ext_L2': 93727774746.68832, 'α0': 1.5221249574216225, 'β0': 0.25464854733811176, 'bg0': 0.46287569556996716, 'bg1': 0.14335144451887497, 'bg2': 0.35274807977381356}",1188.95087168965,True
xs0,groups3,single,[90],700,"{'thickness': 2.8836231539220725, 'norm': 1.774650060241922, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -3.5041671763174236, 'bg1': 0.8758764311205596, 'bg2': 3.5033162977779284}","{'thickness': 1.399670811384074, 'norm': 0.5234430332245762, 'temp': 300.0, 'p1': -3.1968271733710303, 'cellulose': np.float64(0.03928529660961149), 'α': np.float64(0.9607147033903886), 'ext_l2': 0.0, 'ext_Gg2': 0.005540978105789129, 'ext_L2': 3965.725947947529, 'α0': 2.309416943884467, 'β0': 3.1150135746127887, 'bg0': -3.5973911114269868, 'bg1': 1.0538489035097882, 'bg2': 2.9850136189488694}","{'thickness': 0.09414902088227309, 'norm': 0.11030279705187865, 'temp': 0, 'p1': 1.121079972105283, 'cellulose': 0.042311757855831786, 'α': 0.04231175810078257, 'ext_l2': 0, 'ext_Gg2': 0.000259645015640578, 'ext_L2': 1.8814540292663207, 'α0': 1.072096891723513, 'β0': 1.5378808982269878, 'bg0': 8.701398961335006, 'bg1': 2.5417127324387194, 'bg2': 7.228561794751668}",2700.0774363324217,True
xs0,groups3,single,[100],770,"{'thickness': 2.6514085299760093, 'norm': 1.4897751582107996, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.9310631745029241, 'bg1': 0.19224465591832995, 'bg2': 1.0876958816079423}","{'thickness': 4.828511575690709, 'norm': 8.031324223108152, 'temp': 300.0, 'p1': 2.5445509221359046, 'cellulose': np.float64(0.9272065867496447), 'α': np.float64(0.07279341325035524), 'ext_l2': 0.0, 'ext_Gg2': 8898.580962635933, 'ext_L2': 99957.92478765352, 'α0': 7.340068013580368, 'β0': 20.213496040071277, 'bg0': 1.4648537738248706, 'bg1': -0.40168471133802086, 'bg2': -1.211342728114687}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",15798.093441054025,True
xs0,groups3,single,[10],280,"{'thickness': 3.0431634436108004, 'norm': 1.3824183025060655, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.19094156846404076, 'bg1': -0.007464300491847098, 'bg2': 0.4107667712960392}","{'thickness': 2.6959533118978967, 'norm': 1.9450194853673735, 'temp': 300.0, 'p1': -2.818461941177464, 'cellulose': np.float64(0.05633464262314742), 'α': np.float64(0.9436653573768525), 'ext_l2': 0.0, 'ext_Gg2': 956.1573613512087, 'ext_L2': 56579.22246334279, 'α0': 20.391410232184395, 'β0': 4.806909615503536, 'bg0': -0.1969757581828162, 'bg1': 0.035183366388082504, 'bg2': 0.2526772628771141}","{'thickness': 1.0893699581265277, 'norm': 2.598934634793489, 'temp': 0, 'p1': 1.1987369188441583, 'cellulose': 0.06372611392656359, 'α': 0.06372611392656359, 'ext_l2': 0, 'ext_Gg2': 430266216.7271274, 'ext_L2': 25457911137.109264, 'α0': 77.788728381207, 'β0': 3.086153029847715, 'bg0': 0.5942450152517111, 'bg1': 0.1808475255583667, 'bg2': 0.46369570409836364}",252.39731364817018,True
xs0,groups3,single,[90],750,"{'thickness': 3.453350932515705, 'norm': 2.5428855676040913, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -2.5773454206064343, 'bg1': 0.5905867022229359, 'bg2': 2.781742880004458}","{'thickness': 2.928578250641168, 'norm': 2.722636065809726, 'temp': 300.0, 'p1': -5.776721599630589, 'cellulose': np.float64(0.0030892848155585103), 'α': np.float64(0.9969107151844414), 'ext_l2': 0.0, 'ext_Gg2': 0.9601969028871782, 'ext_L2': 99999.9242381321, 'α0': 0.608273676942071, 'β0': 0.6364050386018177, 'bg0': -2.6206296392483637, 'bg1': 0.6534181338502094, 'bg2': 2.4222864331677556}","{'thickness': 0.3326321804770796, 'norm': 1.334723385404013, 'temp': 0, 'p1': 9.328481644496641, 'cellulose': 0.028729308622152058, 'α': 0.028729312100006444, 'ext_l2': 0, 'ext_Gg2': 1999.689920693426, 'ext_L2': 198453498.7929382, 'α0': 0.0009828530153126163, 'β0': 0.13921419382483138, 'bg0': 231.08099035949678, 'bg1': 80.85019276309032, 'bg2': 165.10477248407804}",2588.328346322693,True
xs0,groups3,single,[90],810,"{'thickness': 4.337309988968258, 'norm': 3.361770370104532, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0006308924639597535, 'bg1': -0.0003384185256436467, 'bg2': -0.0011591449147090316}","{'thickness': 4.26137665567517, 'norm': 9.977610011603257, 'temp': 300.0, 'p1': -6.7853562822476015, 'cellulose': np.float64(0.0011289290387182839), 'α': np.float64(0.9988710709612816), 'ext_l2': 0.0, 'ext_Gg2': 982.7268676017253, 'ext_L2': 41933.598555070894, 'α0': 6.33498368620798, 'β0': 0.6054025265442062, 'bg0': -0.00063088140450418, 'bg1': -0.0003384185256436467, 'bg2': -0.0011591449147090316}","{'thickness': 0.9668571124314801, 'norm': 15.331334663977236, 'temp': 0, 'p1': 49.83251547357934, 'cellulose': 0.05619386316588191, 'α': 0.05619388849433438, 'ext_l2': 0, 'ext_Gg2': 1956618554.4309225, 'ext_L2': 83566603303.27348, 'α0': 12.33060151534218, 'β0': 0.1917714797218716, 'bg0': 36922178.914264925, 'bg1': 5508213.215391982, 'bg2': 49518021.85841539}",10930.330494195437,True
xs0,groups3,single,[90],880,"{'thickness': 3.7984026911984676, 'norm': 3.9456807074487523, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -2.746819518506527e-05, 'bg1': -1.6240286640822887e-05, 'bg2': -4.5166583731770515e-05}","{'thickness': 3.5133544354387953, 'norm': 5.913848126114174, 'temp': 300.0, 'p1': -4.058401938208908, 'cellulose': np.float64(0.016983194193488326), 'α': np.float64(0.9830168058065116), 'ext_l2': 0.0, 'ext_Gg2': 0.08639355548789585, 'ext_L2': 13881.603802279318, 'α0': 0.4520259784015062, 'β0': 0.7024164481900138, 'bg0': -2.746819518506527e-05, 'bg1': -1.6240286640822887e-05, 'bg2': -4.5166583731770515e-05}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",4142.759164378398,True
xs0,groups3,single,[50],820,"{'thickness': 4.999999493130085, 'norm': 6.265681275947848, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -6.639516741735861, 'bg1': 1.761527664377354, 'bg2': 6.274896631832235}","{'thickness': 3.667163720138145, 'norm': 9.99998581828515, 'temp': 300.0, 'p1': -2.7621827027857524, 'cellulose': np.float64(0.05940229303349238), 'α': np.float64(0.9405977069665076), 'ext_l2': 0.0, 'ext_Gg2': 9.597102357385424, 'ext_L2': 1321.51193543395, 'α0': 0.34446616734328134, 'β0': 0.8702260679200239, 'bg0': -6.6911514200037345, 'bg1': 1.7423606854863465, 'bg2': 5.993690364062786}","{'thickness': 0.5106575857037914, 'norm': 9.383545978079766, 'temp': 0, 'p1': 1.043309317794286, 'cellulose': 0.05829351050791773, 'α': 0.05829351253060462, 'ext_l2': 0, 'ext_Gg2': 0.001255692444292685, 'ext_L2': 777466.6906441436, 'α0': 0.06771789542448726, 'β0': 0.265842081214965, 'bg0': 9541.20689267521, 'bg1': 3362.2971477305555, 'bg2': 6768.713093278497}",3508.4759758569844,True
xs0,groups3,single,[110],480,"{'thickness': 3.2432394390700203, 'norm': 2.629879902988514, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0008773729205131531, 'bg1': -0.0004946250701323152, 'bg2': -0.0015296696219593287}","{'thickness': 3.0522213687602076, 'norm': 3.8232716755755005, 'temp': 300.0, 'p1': -3.4807757055777273, 'cellulose': np.float64(0.02986419760990568), 'α': np.float64(0.9701358023900942), 'ext_l2': 0.0, 'ext_Gg2': 0.8898113919464379, 'ext_L2': 106.46375272777009, 'α0': 0.6934849230760498, 'β0': 0.7981687358514683, 'bg0': -0.0008773244917392731, 'bg1': -0.0004945977125316858, 'bg2': -0.0015295848716050386}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",2338.207743864037,True
xs0,groups3,single,[160],780,"{'thickness': 2.7709433135517934, 'norm': 1.8234764017867229, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -1.1232797987759113e-05, 'bg1': -8.223694749176502e-06, 'bg2': -1.2715929187834263e-05}","{'thickness': 1.6819487442691827, 'norm': 0.7123122549841612, 'temp': 300.0, 'p1': -3.764803872429445, 'cellulose': np.float64(0.022647368130059783), 'α': np.float64(0.9773526318699401), 'ext_l2': 0.0, 'ext_Gg2': 79.07508436947985, 'ext_L2': 7852.4964312116645, 'α0': 2.4597791819200983, 'β0': 2.8656874131525676, 'bg0': -1.1232797987759113e-05, 'bg1': -8.223694749176502e-06, 'bg2': -1.2715929187834263e-05}","{'thickness': 0.11839804004845242, 'norm': 0.1545003672006029, 'temp': 0, 'p1': 1.0914739918892877, 'cellulose': 0.024159192692085316, 'α': 0.024159191983323242, 'ext_l2': 0, 'ext_Gg2': 18944969.75072391, 'ext_L2': 1875760308.8711176, 'α0': 0.7319320364775523, 'β0': 0.7974187168921247, 'bg0': 3445708.5036567743, 'bg1': 5219360.970412118, 'bg2': 11419865.4662943}",3218.8825722149795,True
xs0,groups3,single,[120],900,"{'thickness': 3.823792122238237, 'norm': 3.7161484580701036, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 1.8605664091883227, 'bg1': -0.5851591958198696, 'bg2': -1.3762435402022675}","{'thickness': 3.2692660520153156, 'norm': 2.7960172510637427, 'temp': 300.0, 'p1': -3.0600173420114167, 'cellulose': np.float64(0.044786961133791714), 'α': np.float64(0.9552130388662083), 'ext_l2': 0.0, 'ext_Gg2': 821.7438095795133, 'ext_L2': 82246.04001609265, 'α0': 8.314090755248971, 'β0': 5.500710438348707, 'bg0': 1.8393816982861608, 'bg1': -0.5647711287019774, 'bg2': -1.4159915423952043}","{'thickness': 0.6792688916649527, 'norm': 2.5681944232439156, 'temp': 0, 'p1': 0.809215163001292, 'cellulose': 0.034619106118153255, 'α': 0.03461910667229743, 'ext_l2': 0, 'ext_Gg2': 963887108.1105006, 'ext_L2': 96577916657.87599, 'α0': 6.557889015446835, 'β0': 1.776146959747454, 'bg0': 0.1821531406640132, 'bg1': 0.051834475515256766, 'bg2': 0.14895739785001208}",2223.635492186569,True
xs0,groups3,single,[140],480,"{'thickness': 2.8549685271309033, 'norm': 1.8478224285528344, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -2.67712449003011, 'bg1': 0.663976511801593, 'bg2': 2.706078872550279}","{'thickness': 4.223373215311401, 'norm': 0.7023995156286585, 'temp': 300.0, 'p1': -11.350517254787658, 'cellulose': np.float64(1.1763264998250629e-05), 'α': np.float64(0.9999882367350017), 'ext_l2': 0.0, 'ext_Gg2': 9886.282455573548, 'ext_L2': 978887.1739229179, 'α0': 66.70941403770126, 'β0': 3.5940551215005807, 'bg0': 1.3348038350231946, 'bg1': -0.445648719673045, 'bg2': -1.0014146885368973}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",3118.032818036974,True
xs0,groups3,single,[110],830,"{'thickness': 3.617449046355418, 'norm': 3.2845055843214843, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.00041341944597661495, 'bg1': -0.00026888109277933836, 'bg2': -0.0005856974748894572}","{'thickness': 3.611680470692038, 'norm': 9.787655696913435, 'temp': 300.0, 'p1': -2.747430801654726, 'cellulose': np.float64(0.060231912947960466), 'α': np.float64(0.9397680870520396), 'ext_l2': 0.0, 'ext_Gg2': 2.7777127430789195, 'ext_L2': 266.7623479737369, 'α0': 0.5969866863506205, 'β0': 0.7614492595639923, 'bg0': -0.00041341944597661495, 'bg1': -0.00026888109277933836, 'bg2': -0.0005856974748894572}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",5074.988125127867,True
xs0,groups3,single,[150],80,"{'thickness': 3.4026594462140585, 'norm': 2.83302399118824, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 0.9212376759387553, 'bg1': -0.321011969470419, 'bg2': -0.5552266241284087}","{'thickness': 2.565290440192249, 'norm': 1.1952369780296455, 'temp': 300.0, 'p1': -4.6887140169334, 'cellulose': np.float64(0.009114666350179487), 'α': np.float64(0.9908853336498205), 'ext_l2': 0.0, 'ext_Gg2': 208.85215529575285, 'ext_L2': 99995.87482721561, 'α0': 4.1862052438370165, 'β0': 4.852387491771962, 'bg0': 0.882100383634679, 'bg1': -0.2738716601161286, 'bg2': -0.651967073790729}","{'thickness': 0.21648093769291543, 'norm': 0.44140718778601784, 'temp': 0, 'p1': 2.8514080556736423, 'cellulose': 0.025752746224985787, 'α': 0.025752749658647534, 'ext_l2': 0, 'ext_Gg2': 26152890.701472636, 'ext_L2': 12565248414.565992, 'α0': 1.1417164629861436, 'β0': 1.0817387490563652, 'bg0': 0.016807118985317455, 'bg1': 0.010667533388650773, 'bg2': 3.92416450258843e-05}",83.1199328176596,True
xs0,groups3,single,[130],940,"{'thickness': 2.705858693768528, 'norm': 1.6962549087867662, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.000441595446318388, 'bg1': -0.00033945951145142317, 'bg2': -0.00042429124005138874}","{'thickness': 2.6767244791440614, 'norm': 3.7735598539745725, 'temp': 300.0, 'p1': -2.1856072557365778, 'cellulose': np.float64(0.1010504283957836), 'α': np.float64(0.8989495716042164), 'ext_l2': 0.0, 'ext_Gg2': 563.2043303424616, 'ext_L2': 56033.96973250157, 'α0': 2.236982900687988, 'β0': 2.301785984763577, 'bg0': -0.000441595446318388, 'bg1': -0.00033945951145142317, 'bg2': -0.00042429124005138874}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",3498.9686344126458,True
xs0,groups3,single,[100],910,"{'thickness': 3.272030631295465, 'norm': 2.385537975927519, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -1.6921820419374853, 'bg1': 0.36185799713712186, 'bg2': 1.9240815161028877}","{'thickness': 2.404808348280298, 'norm': 1.4744744496709359, 'temp': 300.0, 'p1': -5.365650596310022, 'cellulose': np.float64(0.004652669569088954), 'α': np.float64(0.9953473304309111), 'ext_l2': 0.0, 'ext_Gg2': 8.504284594219591, 'ext_L2': 9.444002581793232, 'α0': 0.923671538414885, 'β0': 1.0794468795434276, 'bg0': -1.6839580854866654, 'bg1': 0.4775817907648161, 'bg2': 1.4509446448646486}","{'thickness': 0.14615938027100264, 'norm': 0.5762348386298124, 'temp': 0, 'p1': 9.612653840453, 'cellulose': 0.04451641366109391, 'α': 0.04451640526655315, 'ext_l2': 0, 'ext_Gg2': 0.2797021684481665, 'ext_L2': 2.1358344051231097, 'α0': 0.15465568788053918, 'β0': 0.21361619849410549, 'bg0': 2.0322839732703715, 'bg1': 0.594804180639794, 'bg2': 1.713470840100324}",2841.528836601429,True
xs0,groups3,single,[160],890,"{'thickness': 3.011665951615234, 'norm': 2.188954599843033, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.00026887794956564903, 'bg1': -0.00023268337827175856, 'bg2': -0.00016489310655742884}","{'thickness': 2.4750634523992483, 'norm': 2.6717415126678934, 'temp': 300.0, 'p1': -2.39956887676148, 'cellulose': np.float64(0.08320557770444065), 'α': np.float64(0.9167944222955593), 'ext_l2': 0.0, 'ext_Gg2': 329.00153999894934, 'ext_L2': 3.0567790152424834, 'α0': 1.6323417929423083, 'β0': 2.8360891579468848, 'bg0': -0.0002688803942874074, 'bg1': -0.00023268337827175856, 'bg2': -0.0001648946199566126}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",4085.974373029289,True
xs0,groups3,single,[160],220,"{'thickness': 2.816374897523292, 'norm': 1.8317873669776825, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': -0.0007501885993406177, 'bg1': -0.0006808754988014698, 'bg2': -0.00036005605943500996}","{'thickness': 2.4815226723956902, 'norm': 2.616663855101485, 'temp': 300.0, 'p1': -2.4201214060248404, 'cellulose': np.float64(0.08165115146059652), 'α': np.float64(0.9183488485394036), 'ext_l2': 0.0, 'ext_Gg2': 100.85879318467383, 'ext_L2': 29639.07871020294, 'α0': 1.4736070735641509, 'β0': 1.922779132370579, 'bg0': -0.0007501885993406177, 'bg1': -0.0006808754988014698, 'bg2': -0.00036008795723319054}","{'thickness': None, 'norm': None, 'temp': None, 'p1': None, 'cellulose': None, 'α': None, 'ext_l2': None, 'ext_Gg2': None, 'ext_L2': None, 'α0': None, 'β0': None, 'bg0': None, 'bg1': None, 'bg2': None}",951.758287817805,True
xs0,groups3,single,[180],790,"{'thickness': 4.502762000292605, 'norm': 6.310064042986484, 'temp': 300.0, 'p1': -3.5656840708200757, 'cellulose': np.float64(0.027500000000000004), 'α': np.float64(0.9725), 'ext_l2': 0.0, 'ext_Gg2': 1000.0, 'ext_L2': 100000.0, 'α0': 3.67, 'β0': 3.06, 'bg0': 3.821048582904041, 'bg1': -1.13755405228585, 'bg2': -3.095907968119718}","{'thickness': 4.46089699198979, 'norm': 9.999772736856833, 'temp': 300.0, 'p1': -2.680242433718522, 'cellulose': np.float64(0.0641493205564395), 'α': np.float64(0.9358506794435606), 'ext_l2': 0.0, 'ext_Gg2': 839.7098947437231, 'ext_L2': 83981.31634737071, 'α0': 3.7118575387386032, 'β0': 3.990198678477235, 'bg0': 3.8135826201178133, 'bg1': -1.1522363814292476, 'bg2': -3.0308092850027606}","{'thickness': 1.3480394005406273, 'norm': 18.207566288524205, 'temp': 0, 'p1': 0.7060655320625593, 'cellulose': 0.04238806899783493, 'α': 0.04238806862982264, 'ext_l2': 0, 'ext_Gg2': 1066.2355866711955, 'ext_L2': 3.295442220951856, 'α0': 2.1885188654584358, 'β0': 1.841399619322372, 'bg0': 0.32249102221829107, 'bg1': 0.09771759496103416, 'bg2': 0.2557243001342173}",3680.700286542455,True
